Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0117647058823529,0,0,0,0,0,0.0117647058823529,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0.85,1.87,0,0,0,21.15,0,0,0,1.02,0,28.9,0,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.0457142857142857,0,2.12857142857142,0,2.08285714285714,0,0,0,0,0,0,0,0,0,13.9,0,0,0,0,0,0,0,29,0,0,0,0,0.9,0,0,0,30,0,0,0,0,0.7
9,0,0,2.23428571428571,0,0,0,0,0,0,0,0,2.23428571428571,35.7,56.3,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0,0,0,0,0,0,0,0
10,4.42,4.4,6.94411764705882,7,5.9,11.2,6.2,3.1,36,0,9,3.54411764705882,7.96411764705882,8.5,20.4,0,0,62.2,0,8.1,0,23.6,0,5.4,2.7,13,8.7,5.4,4.1,0,3.1,0,7.1,2.8,0,9.5,4.4
11,0,16,0,21.7,18.9393939393939,11.1,20.6,0,21.3,13.1,11.6699494949495,0,25.6,4.8,7.4,5.33939393939393,20.2,38.7,0,0,6.2,11.2,15.6393939393939,15,5.8,22.3,4.5,18.6,6.2,23.3,11.5,15.5,7.9,11.3,15.2,0,5.2
