Time,NDVI
Oct 1981,0.5819032
Oct 1982,0.6259516
Oct 1983,0.5700322
Oct 1984,0.5283871
Oct 1985,0.4928065
Oct 1986,0.6087904
Oct 1987,0.5372581
Oct 1988,0.6005645
Oct 1989,0.545871
Oct 1990,0.5529517
Oct 1991,0.4963226
Oct 1992,0.5133065
Oct 1993,0.5271935
Oct 1994,0.7083387
Oct 1995,0.5261774
Oct 1996,0.4616129
Oct 1997,0.4616129
Oct 1998,0.6029677
Oct 1999,0.5679839
Oct 2000,0.5531129
Oct 2001,0.5232903
Oct 2002,0.5226613
Oct 2003,0.5417097
Oct 2004,0.5735968
Oct 2005,0.5369678
Oct 2006,0.5314032
